Vmax_A_mol_m2_s,eps_membrane,apical_ratio,Da,clearance_uL_min_cm2
5.62341325190349e-07,0.85,10.0,1.5141174267855462,12.98998174130777
1e-06,0.85,10.0,2.692523844433853,15.880060594147164
1.7782794100389227e-06,0.85,10.0,4.7880597135955645,17.66372035143701
3.162277660168379e-06,0.85,10.0,8.514508002723854,18.627430619423645
5.623413251903491e-06,0.85,10.0,15.141174267855463,19.138835564124072
9.999999999999999e-06,0.85,10.0,26.92523844433853,19.414297172490286
1.778279410038923e-05,0.85,10.0,47.880597135955654,19.56504756125946
3.1622776601683795e-05,0.85,10.0,85.14508002723855,19.648463447025982
5.623413251903491e-05,0.85,10.0,151.41174267855462,19.69493589206437
0.0001,0.85,10.0,269.2523844433853,19.720930436146503
0.00017782794100389227,0.85,10.0,478.80597135955645,19.73550416756992
0.00031622776601683794,0.85,10.0,851.4508002723854,19.74368561195832
0.0005623413251903491,0.85,10.0,1514.1174267855463,19.74828195437781
0.001,0.85,10.0,2692.5238444338534,19.75086526845039
1e-09,0.9,10.0,0.00254293918640975,nan
1.7782794100389228e-09,0.9,10.0,0.004522056396173589,nan
3.1622776601683795e-09,0.9,10.0,0.008041479780350308,0.14394797529754497
5.623413251903491e-09,0.9,10.0,0.014299997919641271,0.25493160259154124
1e-08,0.9,10.0,0.0254293918640975,0.4500723082861318
1.7782794100389228e-08,0.9,10.0,0.04522056396173589,0.7902762468302876
3.162277660168379e-08,0.9,10.0,0.08041479780350307,1.37479139780529
5.6234132519034905e-08,0.9,10.0,0.1429999791964127,2.3548023975378687
1e-07,0.9,10.0,0.254293918640975,3.9335416501776255
1.7782794100389227e-07,0.9,10.0,0.4522056396173589,6.318461585033351
3.162277660168379e-07,0.9,10.0,0.8041479780350307,9.56014529332587
5.62341325190349e-07,0.9,10.0,1.429999791964127,13.235203372211396
1e-06,0.9,10.0,2.54293918640975,16.376092287991217
1.7782794100389227e-06,0.9,10.0,4.522056396173588,18.383124034250052
3.162277660168379e-06,0.9,10.0,8.041479780350306,19.484443973453235
5.623413251903491e-06,0.9,10.0,14.299997919641271,20.071249803481624
9.999999999999999e-06,0.9,10.0,25.4293918640975,20.387478483407946
1.778279410038923e-05,0.9,10.0,45.22056396173589,20.56049111574139
3.1622776601683795e-05,0.9,10.0,80.41479780350308,20.65619489457523
5.623413251903491e-05,0.9,10.0,142.9999791964127,20.709500910654445
0.0001,0.9,10.0,254.29391864097502,20.73931354252044
0.00017782794100389227,0.9,10.0,452.2056396173589,20.756026435864445
0.00031622776601683794,0.9,10.0,804.1479780350307,20.76540830321139
0.0005623413251903491,0.9,10.0,1429.999791964127,20.770678894600106
0.001,0.9,10.0,2542.93918640975,20.773641113746006
